date,site_name,observer,plot_type,plot,subplot_size,subplot_location,count_type,scientific_name,description,count,size,entered_by,checked_by,notes
2016-11-14,North Beach,KH/OP,Mussel,5,10cm x 10cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,7,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,10cm x 10cm,middle (2),Littorines,Littorina,Unknown periwinkle,2,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,10cm x 10cm,top left (1),Littorines,Littorina,Unknown periwinkle,1,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,26,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,25,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,17,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,15,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,7,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,9,NA,NA,GSB,NA
2016-11-14,North Beach,KH/OP,Mussel,5,75cm x 50cm,NA,Large limpets (>15mm),Gastropoda,Unknown limpet,1,NA,NA,GSB,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,4,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,1,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,4,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,10,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,9,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,7,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,8,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,7,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,2,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,4,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,4,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,14,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,12,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,13,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,3,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,20,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,27,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,16,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,17,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,4,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,24,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,8,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,20,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,5,20,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,15,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,21,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Barnacle,5,75cm x 50cm,,Large limpets (>15mm),Gastropoda,Unknown limpet,16,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,10cm x 10cm,top left (1),Littorines,Littorina,Unknown periwinkle,36,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,10cm x 10cm,middle (2),Littorines,Littorina,Unknown periwinkle,8,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,10cm x 10cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,16,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,5,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,75cm x 50cm,,Individual - measured,Nucella canaliculata,Channelled dog whelk,1,6,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,75cm x 50cm,,Individual - not measured,Mopalia,Unknown mossy chiton,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,1,75cm x 50cm,,Large limpets (>15mm),Gastropoda,Unknown limpet,7,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,10cm x 10cm,top left (1),Littorines,Littorina,Unknown periwinkle,23,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,10cm x 10cm,middle (2),Littorines,Littorina,Unknown periwinkle,27,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,10cm x 10cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,11,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,5,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,5,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,2,75cm x 50cm,,Individual - measured,Nucella canaliculata,Channelled dog whelk,1,13,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,10cm x 10cm,top left (1),Littorines,Littorina,Unknown periwinkle,8,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,10cm x 10cm,middle (2),Littorines,Littorina,Unknown periwinkle,5,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,10cm x 10cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,7,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,3,75cm x 50cm,,Large limpets (>15mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,10cm x 10cm,top left (1),Littorines,Littorina,Unknown periwinkle,4,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,10cm x 10cm,middle (2),Littorines,Littorina,Unknown periwinkle,12,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,10cm x 10cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,15,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,4,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,4,75cm x 50cm,,Large limpets (>15mm),Gastropoda,Unknown limpet,7,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,10cm x 10cm,top left (1),Littorines,Littorina,Unknown periwinkle,8,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,10cm x 10cm,middle (2),Littorines,Littorina,Unknown periwinkle,8,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,10cm x 10cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,KH,Fucus,5,75cm x 50cm,,Large limpets (>15mm),Gastropoda,Unknown limpet,7,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,1,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,14,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,4,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,7,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,5,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,14,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,18,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,13,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,15,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,16,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,2,75cm x 50cm,,Large limpets (>15mm),Gastropoda,Unknown limpet,10,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,8,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,3,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,4,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,4,19,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,top left (1),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,middle (2),Littorines,Littorina,Unknown periwinkle,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,3,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,1,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,20cm x 20cm,bottom right (3),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,18,GSB,TF,NA
2017-02-22,Fifth Beach,GSB,Mussel,5,75cm x 50cm,,Individual - measured,Nucella ostrina,Northern striped dog whelk,1,11,GSB,TF,NA
2017-02-23,North Beach,GSB,Barnacle,1,10cm x 10cm,top left (1),Littorines,Littorina,Unknown periwinkle,69,NA,GSB,TF,NA
2017-02-23,North Beach,GSB,Barnacle,1,10cm x 10cm,middle (2),Littorines,Littorina,Unknown periwinkle,84,NA,GSB,TF,NA
2017-02-23,North Beach,GSB,Barnacle,1,10cm x 10cm,bottom right (3),Littorines,Littorina,Unknown periwinkle,43,NA,GSB,TF,NA
2017-02-23,North Beach,GSB,Barnacle,1,20cm x 20cm,top left (1),Medium limpets (5-15mm),Gastropoda,Unknown limpet,8,NA,GSB,TF,NA
2017-02-23,North Beach,GSB,Barnacle,1,20cm x 20cm,middle (2),Medium limpets (5-15mm),Gastropoda,Unknown limpet,6,NA,GSB,TF,NA
2017-02-23,North Beach,GSB,Barnacle,1,20cm x 20cm,bottom right (3),Medium limpets (5-15mm),Gastropoda,Unknown limpet,2,NA,GSB,TF,NA
2017-02-23,North Beach,GSB,Barnacle,1,20cm x 20cm,top left (1),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
2017-02-23,North Beach,GSB,Barnacle,1,20cm x 20cm,middle (2),Small limpets (<5mm),Gastropoda,Unknown limpet,0,NA,GSB,TF,NA
